french_name;species;minYear;maxYear;estimate;se;infIC;supIC;GR;infGR;supGR;perc;infPerc;supPerc;pval;trend;trendEBCC;Protocole;Espece;Comparaison
Roitelet huppé;Roitelet huppé;2015;2024;0.004539066;0.01017131;-0.015396702;0.024474834;1.004549383;0.984721222;1.024776802;4.20%;-12.90%;24.60%;0.655408209;Stable;Stable;ODJ;odj;Incertain
Roitelet huppé;Roitelet huppé;2014;2023;-0.080138336;0.013604333;-0.106802828;-0.053473843;0.922988655;0.898702854;0.947930736;-51.40%;-61.80%;-38.20%;3.85E-09;Déclin fort;Fort déclin;SHOC;odj;Incertain
Rougegorge familier;Rougegorge familier;2015;2024;0.008230185;0.001597481;0.005099122;0.011361247;1.008264146;1.005112145;1.011426031;7.70%;4.70%;10.80%;2.58E-07;Augmentation modérée;Augmentation modérée;ODJ;odj;Similaire
Rougegorge familier;Rougegorge familier;2014;2023;0.012605472;0.003514606;0.005716843;0.019494101;1.012685256;1.005733216;1.019685352;12%;5.30%;19.20%;0.000335023;Augmentation modérée;Augmentation modérée;SHOC;odj;Similaire
Rougequeue noir;Rougequeue noir;2015;2024;0.045138117;0.006930339;0.031554652;0.058721582;1.046172344;1.032057779;1.060479943;50.10%;32.80%;69.60%;7.36E-11;Augmentation forte;Augmentation modérée;ODJ;odj;Similaire
Rougequeue noir;Rougequeue noir;2014;2023;0.088473989;0.01557523;0.057946537;0.11900144;1.092505835;1.059658342;1.12637154;121.70%;68.50%;191.80%;1.34E-08;Augmentation forte;Forte augmentation;SHOC;odj;Similaire
Serin cini;Serin cini;2015;2024;0.040232887;0.014522466;0.011768853;0.068696921;1.041053194;1.011838379;1.071111528;43.60%;11.20%;85.60%;0.005598931;Augmentation modérée à forte;Augmentation modérée;ODJ;odj;Incertain
Serin cini;Serin cini;2014;2023;-0.046162939;0.032550857;-0.109962619;0.017636741;0.954886361;0.895867623;1.017793186;-34%;-62.80%;17.20%;0.156138537;Incertain;Incertain;SHOC;odj;Incertain
Sittelle torchepot;Sittelle torchepot;2015;2024;0.011431663;0.003204309;0.005151217;0.017712109;1.011497254;1.005164507;1.017869898;10.80%;4.70%;17.30%;0.000360279;Augmentation modérée;Augmentation modérée;ODJ;odj;Oppose
Sittelle torchepot;Sittelle torchepot;2014;2023;-0.014977695;0.007084776;-0.028863856;-0.001091534;0.985133913;0.971548726;0.998909062;-12.60%;-22.90%;-1%;0.034509504;Déclin modéré;Déclin modéré;SHOC;odj;Oppose
Tarier pâtre;Tarier pâtre;2015;2024;0.072330937;0.047037596;-0.019862751;0.164524625;1.075011046;0.980333213;1.178832598;91.70%;-16.40%;339.60%;0.124115611;Incertain;Incertain;ODJ;autre;Incertain
Tarier pâtre;Tarier pâtre;2014;2023;0.083828428;0.014596521;0.055219247;0.112437609;1.087442303;1.056772284;1.119002439;112.60%;64.40%;175.10%;9.30E-09;Augmentation forte;Forte augmentation;SHOC;autre;Incertain
Tarin des aulnes;Tarin des aulnes;2015;2024;0.045913341;0.007229288;0.031743936;0.060082747;1.046983677;1.032253149;1.061924414;51.20%;33.10%;71.70%;2.14E-10;Augmentation forte;Augmentation modérée;ODJ;odj;Similaire
Tarin des aulnes;Tarin des aulnes;2014;2023;0.100979087;0.020536926;0.060726712;0.141231462;1.106253506;1.062608476;1.15169119;148.10%;72.70%;256.50%;8.79E-07;Augmentation forte;Forte augmentation;SHOC;odj;Similaire
Tourterelle turque;Tourterelle turque;2015;2024;0.009589636;0.001623647;0.006407289;0.012771984;1.009635764;1.006427859;1.012853894;9%;5.90%;12.20%;3.50E-09;Augmentation modérée;Augmentation modérée;ODJ;odj;Similaire
Tourterelle turque;Tourterelle turque;2014;2023;0.02455484;0.009573041;0.00579168;0.043317999;1.024858792;1.005808484;1.044269919;24.70%;5.40%;47.70%;0.01031761;Augmentation modérée;Augmentation modérée;SHOC;odj;Similaire
Troglodyte mignon;Troglodyte mignon;2015;2024;0.000433384;0.004356183;-0.008104735;0.008971503;1.000433478;0.991928019;1.009011868;0.40%;-7%;8.40%;0.920751565;Stable;Stable;ODJ;odj;Different
Troglodyte mignon;Troglodyte mignon;2014;2023;-0.03678248;0.005587051;-0.0477331;-0.025831859;0.963885777;0.953388212;0.974498929;-28.20%;-34.90%;-20.70%;4.59E-11;Déclin modéré;Déclin modéré;SHOC;odj;Different
Verdier d'Europe;Verdier d'Europe;2015;2024;-0.031332883;0.002734307;-0.036692124;-0.025973642;0.969152905;0.963972873;0.974360771;-24.60%;-28.10%;-20.80%;2.12E-30;Déclin modéré;Déclin modéré;ODJ;odj;Similaire
Verdier d'Europe;Verdier d'Europe;2014;2023;-0.064400951;0.01350121;-0.090863323;-0.037938579;0.937628981;0.913142508;0.962772073;-44%;-55.90%;-28.90%;1.84E-06;Déclin modéré à fort;Déclin modéré;SHOC;odj;Similaire
